 unique id,image,brand,category,collection,code,finishing,size,quantity,detail,currency in euro,retail price in euro,rate,currency,retail price,discount,nett price,location,status,arriving ETA,booking,booking expired,mix category
235,Zafferano-Sister Light Mini_Green.jpg,ZAFFERANO,Portable Lamps,"Sister Light Mini Table, Wifi ",LD1081V3,Green,"Ø 13,2 x 17 cm",2,"LED TOUCH DIMMER
2700-3150-4000K | CRI>90
3W | 305-326-328lm | IP65 | 5Vdc max 2A",€,480,"19,000",Rp,"9,120,000",,,WH Barito,,,,,
236,Zafferano-Sister Light Mini_White.jpg,ZAFFERANO,Portable Lamps,"Sister Light Mini Table, Wifi ",LD1081B3,White,"Ø 13,2 x 17 cm",1,"LED TOUCH DIMMER
2700-3150-4000K | CRI>90
3W | 305-326-328lm | IP65 | 5Vdc max 2A",€,480,"19,000",Rp,"9,120,000",,,Showroom Display,,,,,
237,Zafferano-Circe_White.jpg,ZAFFERANO,Portable Lamps,Circe Table Lamps pro ,LD1005B3,White,Ø 11 x 30 cm,4,"LED DIMMER
2200-3000K | CRI>80
2,2W | 214-224lm | IP65 | 5Vdc max 1A",€,230,"19,000",Rp,"4,370,000",,,WH Barito,,,,,
238,Zafferano-Circe_Black.jpg,ZAFFERANO,Portable Lamps,Circe Table Lamps pro ,LD1005N3,Black,Ø 11 x 30 cm,4,"LED DIMMER
2200-3000K | CRI>80
2,2W | 214-224lm | IP65 | 5Vdc max 1A",€,230,"19,000",Rp,"4,370,000",,,WH Barito,,,,,
239,Zafferano-Pencil Medium_Dark Grey.jpg,ZAFFERANO,Portable Lamps,Pencil Large ,LD0802G3,Dark Grey,"Ø 5,4 x 146 cm",1,"LED TOUCH DIMMER
2700-3150-4000K | CRI>90
18W | 1740-1950-2040lm | IP65 | 5Vdc max 1A",€,902,"19,000",Rp,"17,138,000",,,Showroom Display,,,,,
240,Zafferano-Pencil Medium_Dark Grey.jpg,ZAFFERANO,Portable Lamps,Pencil Medium ,LD0801G3,Dark Grey,98 cm | 38.5,2,"LED TOUCH DIMMER
2700-3150-4000K | CRI>90
18W | 1740-1950-2040lm | IP65 | 5Vdc max 1A",€,678,"19,000",Rp,"12,882,000",,,WH Barito,,,,,
241,Zafferano-Pencil Medium_Corten.jpg,ZAFFERANO,Portable Lamps,Pencil Medium,LD0801R3,Corten,98 cm | 38.5,2,"LED TOUCH DIMMER
2700-3150-4000K | CRI>90
18W | 1740-1950-2040lm | IP65 | 5Vdc max 1A",€,678,"19,000",Rp,"12,882,000",,,WH Barito,,,,,
242,Zafferano-Pencil Docking and Charging_Dark Grey.jpg,ZAFFERANO,Portable Lamps,Pencil Docking and Charging station ,LD0810G3,Dark Grey,Ø 20 x 32 cm,1,Docking and Charger,€,214,"19,000",Rp,"4,066,000",,,Showroom Display,,,,,
243,Zafferano-Pencil Docking and Charging_Corten.jpg,ZAFFERANO,Portable Lamps,Pencil Docking and Charging station ,LD0810R3,Corten,Ø 20 x 32 cm,2,Docking and Charger,€,214,"19,000",Rp,"4,066,000",,,WH Barito,,,,,
244,Zafferano-Circe_Corten.jpg,ZAFFERANO,Portable Lamps,Circe Table Lamps Pro,LD1005R3,Corten,Ø 11 x 30 cm,3,"LED DIMMER
2200-3000K | CRI>80
2,2W | 214-224lm | IP65
5Vdc max 1A",€,230,"19,000",Rp,"4,370,000",,,WH Barito,,,,,
245,Zafferano-Circe_Glossy Gold.jpg,ZAFFERANO,Portable Lamps,Circe Table Lamps Pro,LD1005O3,Glossy Gold,Ø 11 x 30 cm,4,"LED DIMMER
2200-3000K | CRI>80
2,2W | 214-224lm | IP65
5Vdc max 1A",€,336,"19,000",Rp,"6,384,000",,,WH Barito,,,,,
246,Zafferano-Circe_Glossy Rose Gold.jpg,ZAFFERANO,Portable Lamps,Circe Table Lamps Pro,LD1005E3,Glossy Rose Gold,Ø 11 x 30 cm,2,"LED DIMMER
2200-3000K | CRI>80
2,2W | 214-224lm | IP65
5Vdc max 1A",€,336,"19,000",Rp,"6,384,000",,,WH Barito,,,,,
247,Zafferano-multi contact charging base.jpg,ZAFFERANO,Portable Lamps,"Multi-contact charging base, max 6 slots",LD0350RP,-,,2,"35 W, Input : AC 100-240V | 50-60 Hz, Output : 5Vdc max 6A",€,290,"19,000",Rp,"5,510,000",,,WH Barito,,,,,
248,Zafferano-Pencil Charger connector.jpg,ZAFFERANO,Portable Lamps,Charger Connector for Pencil ,LD0800CS,-,3.5/1.3 connector,5,Charger Only,€,84,"19,000",Rp,"1,596,000",,,WH Barito,,,,,
249,Zafferano-Bilia Dia. 18cm Nude Pendant_White-Clear.jpg,ZAFFERANO,Suspending Lamps,Bilia Suspension 18 cm,LBA1111,White Frame - Clear Glass,Ø 18 x 324cm,3,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,300,"19,000",Rp,"5,700,000",,,WH Pintu Air,,,,,Lamps
250,Zafferano-Bilia Dia. 27cm Nude Pendant_White-Clear.jpg,ZAFFERANO,Suspending Lamps,Bilia Suspension 27 cm,LBA2111,White Frame - Clear Glass,Ø 27 x 333cm,1,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,450,"19,000",Rp,"8,550,000",,,WH Pintu Air,,,,,Lamps
251,Zafferano-Bilia Dia. 27cm Nude Pendant_White-Silver.jpg,ZAFFERANO,Suspending Lamps,Bilia Suspension 27 cm,LBA2112,White Frame - Silver Glass,Ø 27 x 333cm,2,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,650,"19,000",Rp,"12,350,000",,,WH Pintu Air,,,,,Lamps
252,Zafferano-Bilia Dia. 27cm Pendant_White-Silver.jpg,ZAFFERANO,Suspending Lamps,Bilia Suspension 27 cm,LBA4112,White Frame - Silver Marbles,Ø 27 x 333cm,1,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,530,"19,000",Rp,"10,070,000",,,WH Pintu Air,,,,,Lamps
253,Zafferano-Bilia Dia. 27cm Pendant_White-Sandblasted.jpg,ZAFFERANO,Suspending Lamps,Bilia Suspension 27 cm,LBA4115,White Frame - Sandblasted Marbles,Ø 27 x 333cm,2,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,510,"19,000",Rp,"9,690,000",,,WH Pintu Air,,,,,Lamps
254,Zafferano-Bilia Dia. 18cm Nude Pendant_Black-Clear.jpg,ZAFFERANO,Suspending Lamps,Bilia Suspension 18 cm,LBA1121,Black Frame - Clear Glass,Ø 18 x 324cm,3,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,300,"19,000",Rp,"5,700,000",,,WH Pintu Air,,,,,Lamps
255,Zafferano-Bilia Dia. 27cm Nude Pendant_Black-Clear.jpg,ZAFFERANO,Suspending Lamps,Bilia Suspension 27 cm,LBA2121,Black Frame - Clear Glass,Ø 27 x 333cm,2,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,450,"19,000",Rp,"8,550,000",,,Showroom Display,,,,,Lamps
256,Zafferano-Bilia Dia. 27cm Nude Pendant_Black-Antique Gold.jpg,ZAFFERANO,Suspending Lamps,Bilia Suspension 27 cm,LBA2123,Black Frame - Antique gold Glass,Ø 27 x 333cm,2,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,650,"19,000",Rp,"12,350,000",,,WH Barito,,,,,Lamps
257,Zafferano-Bilia Dia. 27cm Pendant_Black-Antique Gold.jpg,ZAFFERANO,Suspending Lamps,Bilia Suspension 27 cm,LBA4123,Black Frame - Antique Gold Marbles,Ø 27 x 333cm,1,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,530,"19,000",Rp,"10,070,000",,,WH Pintu Air,,,,,Lamps
258,Zafferano-Bilia Dia. 18cm Pendant_Black-Sandblasted.jpg,ZAFFERANO,Suspending Lamps,Bilia Suspension 18 cm,LBA3125,Black Frame - Sandblasted Marbles,Ø 18 x 324cm,2,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,360,"19,000",Rp,"6,840,000",,,WH Barito,,,,,Lamps
259,Zafferano-Sfera Pendant_Gold-Clear.jpg,ZAFFERANO,Suspending Lamps,Sfera & Sfer’Otto Suspension,LSA0132,Gold - Clear,31.7 cm l 12.5 in,6,"LED TRIAC 220-240V | 3000K | CRI>90 | 50-60Hz 
8W | 660lm | beam angle 93° | IP40",€,384,"19,000",Rp,"7,296,000",,,WH Pintu Air,,,,,Lamps
260,Zafferano-Sfer'otto Pendant_Gold-Clear sandblasted.jpg,ZAFFERANO,Suspending Lamps,Sfera & Sfer’Otto Suspension,LSO0133,Gold - Clear sandblasted,56.2 cm l 22.1 in,6,"LED TRIAC 220-240V | 3000K | CRI>90 | 50-60Hz 
8W | 660lm | beam angle 93° | IP40",€,494,"19,000",Rp,"9,386,000",,,WH Barito,,,,,Lamps
261,Zafferano-Sfera Pendant_Aluminium-Clear sandblasted.jpg,ZAFFERANO,Suspending Lamps,Sfera & Sfer’Otto Suspension,LSA0131,Alluminum - Clear sandblasted,31.7 cm l 12.5 in,6,"LED TRIAC 220-240V | 3000K | CRI>90 | 50-60Hz 
8W | 660lm | beam angle 93° | IP40",€,414,"19,000",Rp,"7,866,000",,,WH Pintu Air,,,,,Lamps
262,Zafferano-Sfer'otto Pendant_Aluminium-Clear.jpg,ZAFFERANO,Suspending Lamps,Sfera & Sfer’Otto Suspension,LSO0130,Alluminium - Clear,56.2 cm l 22.1 in,6,"LED TRIAC 220-240V | 3000K | CRI>90 | 50-60Hz 
8W | 660lm | beam angle 93° | IP40",€,464,"19,000",Rp,"8,816,000",,,WH Pintu Air,,,,,Lamps
263,Zafferano-Bonie Pendant_Amber.jpg,ZAFFERANO,Suspending Lamps,Bonnie e Clyde Suspension,LBN3104,Amber,27.5  x 313 cm  l h.25 cm ,2,Led Bulb E27 220-240V | 50-60Hz | 1x70W | IP20,€,470,"19,000",Rp,"8,930,000",,,WH Pintu Air,,,,,Lamps
264,Zafferano-Bonie Pendant_Clear.jpg,ZAFFERANO,Suspending Lamps,Bonnie e Clyde Suspension,LBN3101,Clear,27.5  x 313 cm  l h.25 cm ,2,Led Bulb E27 220-240V | 50-60Hz | 1x70W | IP20,€,470,"19,000",Rp,"8,930,000",,,WH Pintu Air,,,,,Lamps
265,Zafferano-Bonie Pendant_Grey.jpg,ZAFFERANO,Suspending Lamps,Bonnie e Clyde Suspension,LBN3109,Grey,27.5  x 313 cm  l h.25 cm ,2,Led Bulb E27 220-240V | 50-60Hz | 1x70W | IP20,€,470,"19,000",Rp,"8,930,000",,,WH Pintu Air,,,,,Lamps
266,Zafferano-Clyde Pendant_Amethyst.jpg,ZAFFERANO,Suspending Lamps,Bonnie e Clyde Suspension,LCL3105,Amethyst,23 x 315 cm l h.27.5 cm,2,Led Bulb E27 220-240V | 50-60Hz | 1x70W | IP20,€,470,"19,000",Rp,"8,930,000",,,WH Pintu Air,,,,,Lamps
267,Zafferano-Sferis Pendant Dia. 25cm.jpg,ZAFFERANO,Suspending Lamps,Sferis Suspension,LL7125,White, Ø 25 x 315 cm,6,Led Bulb E27 230V | 50-60Hz | 1x52W ,€,226,"19,000",Rp,"4,294,000",,,WH Pintu Air,,,,,Lamps
268,Zafferano-Sferis Pendant Dia. 30 cm.jpg,ZAFFERANO,Suspending Lamps,Sferis Suspension,LL7130,White, Ø 30 x 320 cm,4,Led Bulb E27 230V | 50-60Hz | 1x52W ,€,300,"19,000",Rp,"5,700,000",,,WH Pintu Air,,,,,Lamps
269,Zafferano-Sferis Pendant Dia. 40 cm.jpg,ZAFFERANO,Suspending Lamps,Sferis Suspension,LL7140,White, Ø 40 x 325 cm,5,Led Bulb E27 230V | 50-60Hz | 1x105W ,€,380,"19,000",Rp,"7,220,000",,,WH Pintu Air,,,,,Lamps
270,Zafferano-Mentos Pendant Dia. 55 cm.jpeg,ZAFFERANO,Suspending Lamps,Mentos Suspension,LD114403B,White, Ø 55 x 120 cm l h.11 cm,4,"LED 220-240V | 3000K | CRI>90 | 50-60Hz 
30W | 3000lm | beam
angle 116° | IP20",€,912,"19,000",Rp,"17,328,000",,,WH Pintu Air,,,,,Lamps
271,Zafferano-Mentos Pendant Dia. 45 cm.jpeg,ZAFFERANO,Suspending Lamps,Mentos Suspension,LD113303B,White, Ø 45 x 120 cm l h.9.5 cm,4,"LED 220-240V | 3000K | CRI>90 | 50-60Hz 
30W | 3000lm | beam
angle 116° | IP20",€,768,"19,000",Rp,"14,592,000",,,WH Pintu Air,,,,,Lamps
272,Zafferano-Baby Pendant_Black.jpeg,ZAFFERANO,Suspending Lamps,Baby Suspension,LBY1121,Black, Ø 9.8 x 300 cm I  Ø 3.9 x 11.1 in,6,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,180,"19,000",Rp,"3,420,000",,,WH Pintu Air,,,,,Lamps
273,Zafferano-Baby Pendant_White.jpg,ZAFFERANO,Suspending Lamps,Baby Suspension,LBY1111,White, Ø 9.8 x 300 cm I  Ø 3.9 x 11.1 in,6,"LED TRIAC 230V | 3000K | CRI>90 | 50-60Hz 
8W | 678lm | beam angle 162° | IP40",€,180,"19,000",Rp,"3,420,000",,,WH Pintu Air,,,,,Lamps
274,Zafferano-Riga.jpg,ZAFFERANO,Suspending Lamps,Riga Suspension,LD0101B3,White,120x1x250 cm l 47.2x0.4x99.4 in,4,"LED TRIAC 220-240V | 3000K | CRI>90 | 50-60Hz 
40W | 3551lm | beam angle 95° | IP20",€,510,"19,000",Rp,"9,690,000",,,WH Pintu Air,,,,,Lamps
275,Zafferano-Poldina L desk Table_White.jpg,ZAFFERANO,Table Lamps,Poldina L desk Table Lamps,LL0395B3,White,Bulb G45 Ø 45 x 84 mm,2,Led Bulb E27 220-240V| 50-60Hz | 8W | IP40,€,224,"19,000",Rp,"4,256,000",,,WH Barito,,,,,Lamps
276,Zafferano-Poldina L desk Table_Dark Grey.jpg,ZAFFERANO,Table Lamps,Poldina L desk Table Lamps,LL0395N3,Dark Grey,Bulb G45 Ø 45 x 84 mm,4,Led Bulb E27 220-240V| 50-60Hz | 8W | IP41,€,224,"19,000",Rp,"4,256,000",,,WH Pintu Air,,,,,Lamps
277,Zafferano-Poldina L desk Table_Corten.jpg,ZAFFERANO,Table Lamps,Poldina L desk Table Lamps,LL0395R3,Corten,Bulb G45 Ø 45 x 84 mm,2,Led Bulb E27 220-240V| 50-60Hz | 8W | IP42,€,224,"19,000",Rp,"4,256,000",,,WH Pintu Air,,,,,Lamps
278,Zafferano-Poldina Table_Dark Grey.jpg,ZAFFERANO,Table Lamps,Poldina Table,LD0345N3,Dark Grey, Ø 11 x 38 cm I  Ø 4.3 x 15 in,4,"LED TOUCH DIMMER 220-240V
| 2200-2700-3000K | CRI>80 | 50-60Hz 
8W | 400-440-451lm | beam angle 102° | IP40",€,190,"19,000",Rp,"3,610,000",,,WH Pintu Air,,,,,Lamps
279,Zafferano-Poldina Table_Corten.jpg,ZAFFERANO,Table Lamps,Poldina Table,LD0345R3,Corten, Ø 11 x 38 cm I  Ø 4.3 x 15 in,4,"LED TOUCH DIMMER 220-240V
| 2200-2700-3000K | CRI>80 | 50-60Hz 
8W | 400-440-451lm | beam angle 102° | IP40",€,190,"19,000",Rp,"3,610,000",,,WH Pintu Air,,,,,Lamps
280,Zafferano-patea mug_white.jpg,ZAFFERANO,Tableware,Patea Mug set of 2,PAT0300,White,"51 cl | Ø 88 mm, h 112 mm | l 124 mm
",2,-,€,74,"19,000",Rp,"1,406,000",,,Showroom Display,,,,,
281,Zafferano-patea mug_red.jpg,ZAFFERANO,Tableware,Patea Mug set of 2,PAT0304,Red,"51 cl | Ø 88 mm, h 112 mm | l 124 mm
",2,-,€,74,"19,000",Rp,"1,406,000",,,Showroom Display,,,,,
282,Zafferano-patea mug_blue.jpg,ZAFFERANO,Tableware,Patea Mug set of 2,PAT0307,Blue,"51 cl | Ø 88 mm, h 112 mm | l 124 mm
",2,-,€,74,"19,000",Rp,"1,406,000",,,Showroom Display,,,,,
283,Zafferano-patea mug_gray.jpg,ZAFFERANO,Tableware,Patea Mug set of 2,PAT0309,Gray,"51 cl | Ø 88 mm, h 112 mm | l 124 mm
",2,-,€,74,"19,000",Rp,"1,406,000",,,Showroom Display,,,,,
284,Zafferano-patea mug_green.jpg,ZAFFERANO,Tableware,Patea Mug set of 2,PAT0313,Green,"51 cl | Ø 88 mm, h 112 mm | l 124 mm
",2,-,€,74,"19,000",Rp,"1,406,000",,,Showroom Display,,,,,
285,Zafferano-patea mug_golden yellow.jpg,ZAFFERANO,Tableware,Patea Mug set of 2,PAT0318,Golden Yellow,"51 cl | Ø 88 mm, h 112 mm | l 124 mm
",2,-,€,74,"19,000",Rp,"1,406,000",,,Showroom Display,,,,,
286,Zafferano-patea tall carafe_white.jpeg,ZAFFERANO,Tableware,Patea Tall Carafe ,PAT0800,White,"175 cl | Ø 114 mm, h 240 mm | l 178 mm",1,-,€,68,"19,000",Rp,"1,292,000",,,WH Barito,,,,,
287,Zafferano-patea tall carafe_blue.jpg,ZAFFERANO,Tableware,Patea Tall Carafe ,PAT0807,Blue,"175 cl | Ø 114 mm, h 240 mm | l 178 mm",2,-,€,68,"19,000",Rp,"1,292,000",,,WH Barito,,,,,
288,Zafferano-patea tall carafe_gray.jpg,ZAFFERANO,Tableware,Patea Tall Carafe  ,PAT0809,Gray,"175 cl | Ø 114 mm, h 240 mm | l 178 mm",2,-,€,68,"19,000",Rp,"1,292,000",,,Showroom Display,,,,,
289,Zafferano-patea tall carafe_golden yellow.jpg,ZAFFERANO,Tableware,Patea Tall Carafe ,PAT0818,Golden Yellow,"175 cl | Ø 114 mm, h 240 mm | l 178 mm",2,-,€,68,"19,000",Rp,"1,292,000",,,Showroom Display,,,,,
290,Zafferano-bilia biscuit jar_white.jpg,ZAFFERANO,Tableware,Bilia Biscuit Jar,BA01801,White,"200 cl | Ø 180 mm, h 140 mm",4,-,€,75,"19,000",Rp,"1,425,000",,,WH Barito,,,,,
291,Zafferano-bilia plate Ø 18_white.jpg,ZAFFERANO,Tableware,Bilia Plate 18cm,BA02501,White,Ø 180 mm h 30 mm,4,-,€,53,"19,000",Rp,"1,007,000",,,WH Barito,,,,,
292,Zafferano-bilia plate Ø 14_white.jpg,ZAFFERANO,Tableware,Bilia Plate 14cm,BA02601,White,Ø 140 mm h 30 mm,1,-,€,32,"19,000",Rp,"608,000",,,WH Pintu Air,,,,,
293,Zafferano-bilia jar with lid and handles_white.jpg,ZAFFERANO,Tableware,Bilia Jar With Lid and Handles,BA02701,White,"50 cl | Ø 100 mm, h 120 mm",3,-,€,36,"19,000",Rp,"684,000",,,Showroom Display,,,,,
294,Zafferano-bilia jar with lid_white.jpg,ZAFFERANO,Tableware,Bilia Jar With Lid,BA01901,White,"35 cl | Ø 100 mm, h 100 mm",4,-,€,27,"19,000",Rp,"513,000",,,Showroom Display,,,,,
295,Zafferano-bilia creamer_white.jpg,ZAFFERANO,Tableware,Bilia Creamer,BA00901,White,"12 cl | Ø 62 mm, h 56 mm",4,-,€,17,"19,000",Rp,"323,000",,,Showroom Display,,,,,
296,Zafferano-bilia tumbler_6 assorted color.jpg,ZAFFERANO,Tableware,Bilia Tumbler - set of 6,BA00199,6 assorted colour,"44 cl | Ø 88 mm, h 90 mm",9,-,€,116,"19,000",Rp,"2,204,000",,,Showroom Display,,,,,
297,Zafferano-party tumbler_6 assorted color.jpg,ZAFFERANO,Tableware,Party Tumbler - set of 6,PY00199,6 assorted colour,Ø.90x103mm. CL.45,13,-,€,167,"19,000",Rp,"3,173,000",,,Showroom Display,,,,,
298,Zafferano-gamba de vero tumbler_6 assorted color.jpg,ZAFFERANO,Tableware,Gamba De Vero - set of 6,GV00199,6 assorted colour, Ø 90 mm l 120 mm,6,-,€,144,"19,000",Rp,"2,736,000",,,Showroom Display,,,,,
299,Zafferano-twiddle tumbler_6 assorted color.jpg,ZAFFERANO,Tableware,Twiddle Tumbler - set of 6,TW00199,6 assorted colour,Ø 75 mm l  105 mm,18,-,€,174,"19,000",Rp,"3,306,000",,,Showroom Display,,,,,
300,Zafferano-twiddle tumbler_amber.jpg,ZAFFERANO,Tableware,Twiddle Tumbler - set of 6,TW00104,Amber,Ø 75 mm l  105 mm,1,-,€,174,"19,000",Rp,"3,306,000",,,Showroom Display,,,,,
301,Zafferano-twiddle tumbler_blue.jpeg,ZAFFERANO,Tableware,Twiddle Tumbler - set of 6,TW00107,Blue,Ø 75 mm l  105 mm,1,-,€,174,"19,000",Rp,"3,306,000",,,Showroom Display,,,,,
302,Zafferano-tirache tumbler bicolor_6 assorted color.jpg,ZAFFERANO,Tableware,Tirache Tumbler - set of 6,TR00199,"Bicolor, 6 assorted colour",Ø 73 mm l  107 mm,72,-,€,180,"19,000",Rp,"3,420,000",,,WH Pintu Air,,,,,
303,Zafferano-tirache tumbler single color_6 assorted color.jpg,ZAFFERANO,Tableware,Tirache Tumbler - set of 6,TR00198,"Single Color, 6 assorted colour",Ø 73 mm l  107 mm,18,-,€,162,"19,000",Rp,"3,078,000",,,WH Pintu Air,,,,,
304,Zafferano-gessato tumbler_6 assorted color.jpg,ZAFFERANO,Tableware,Gessato Tumbler - set of 6,GS00199,"Single Color, 6 assorted colour",Ø 71 mm l  109 mm,18,-,€,185,"19,000",Rp,"3,515,000",,,WH Pintu Air,,,,,
305,Zafferano-veneziano tumbler_6 assorted color.jpg,ZAFFERANO,Tableware,Veneziano Tumbler - set of 6,VN00199,"Single Color, 6 assorted colour",Ø 82 mm l  96 mm,1,-,€,114,"19,000",Rp,"2,166,000",,,WH Barito,,,,,
306,Zafferano-veneziano carafe_clear.jpeg,ZAFFERANO,Tableware,Veneziano Carafe,VN00700,Clear,Ø 95 mm l  h 220 mm,2,-,€,130,"19,000",Rp,"2,470,000",,,Showroom Display,,,,,
307,Zafferano-veneziano carafe_light blue.jpeg,ZAFFERANO,Tableware,Veneziano Carafe,VN00720,Light Blue,Ø 95 mm l  h 220 mm,2,-,€,130,"19,000",Rp,"2,470,000",,,Showroom Display,,,,,
308,Zafferano-vem 43 cl_clear.jpg,ZAFFERANO,Tableware,Vem Sparkling wines - set of 6,VEM4300,Clear,Ø.84x256mm. CL.43,2,-,€,97,"19,000",Rp,"1,843,000",,,Showroom Display,,,,,
309,Zafferano-vem 70 cl_clear.jpg,ZAFFERANO,Tableware,Vem White wines - set of 6,VEM7000,Clear,Ø.101x278mm. CL.70,1,-,€,116,"19,000",Rp,"2,204,000",,,Showroom Display,,,,,
310,Zafferano-vem 86 cl_clear.jpg,ZAFFERANO,Tableware,Aged red wines,VEM8600,Clear,86 clØ 122 mm | h 256 mm,2,,€,118,"19,000",Rp,"2,242,000",,,WH Barito,,,,,
311,Zafferano-esperienze 38 cl_clear.jpg,ZAFFERANO,Tableware,Esperienze Sparkling wines - set of 2,NE03800,Clear,Ø.76x245mm. CL.38,6,-,€,30,"19,000",Rp,"570,000",,,Showroom Display,,,,,
312,Zafferano-esperienze 45 cl_clear.jpg,ZAFFERANO,Tableware,Esperienze White wines - set of 2,NE04500,Clear,45 cl Ø 89 mm | h 210 mm,6,-,€,30,"19,000",Rp,"570,000",,,Showroom Display,,,,,
313,Zafferano-esperienze 60 cl_clear.jpg,ZAFFERANO,Tableware,Esperienze Aged red wines - set of 2,NE06000,Clear,60 cl Ø 100 mm | h 220 mm,6,-,€,34,"19,000",Rp,"646,000",,,Showroom Display,,,,,
314,Zafferano-esperienze tumbler_clear.jpg,ZAFFERANO,Tableware,Esperienze Tumbler - set of 2,EST4500,Clear,Ø 89 mm | h 110 mm,6,-,€,24,"19,000",Rp,"456,000",,,Showroom Display,,,,,
315,Zafferano-esperienze decanter_clear.jpg,ZAFFERANO,Tableware,Esperienze Decanter,ESD15000,Clear,Ø 236 mm | h 250 mm,2,-,€,150,"19,000",Rp,"2,850,000",,,Showroom Display,,,,,
316,Zafferano-righe small cups_6 assorted color.jpg,ZAFFERANO,Tableware,Lido Righe Small Cups - set of 6,RIG0099,"Rig, 6 assorted colour",Ø 64 mm | h 61 mm,24,-,€,65,"19,000",Rp,"1,235,000",,,WH Pintu Air,,,,,
