 unique id,image,brand,category,collection,code,finishing,size,quantity,detail,currency in euro,retail price in euro,rate,currency,retail price,discount,nett price,location,status,arriving ETA,booking,booking expired,mix category
317,Zafferano-righe small plate_6 assorted color.jpg,ZAFFERANO,Tableware,Lido Righe Small Plate - set of 6,RIG0399,"Rig, 6 assorted colour",Ø 130 mm,12,-,€,90,"19,000",Rp,"1,710,000",,,WH Pintu Air,,,,,
318,Zafferano-rim small plate_6 assorted color.jpg,ZAFFERANO,Tableware,Lido Rim Small Plate - set of 6 ,RIM0399,"Rim, 6 assorted colour",Ø 130 mm,11,-,€,90,"19,000",Rp,"1,710,000",,,WH Barito,,,,,
319,Zafferano-rim rectangular plate_gray.jpg,ZAFFERANO,Tableware,Lido Righe Rectangular Plate - set of 2,RIG0409,Gray stripes,265 x 115 mm,3,-,€,40,"19,000",Rp,"760,000",,,WH Barito,,,,,
320,Zafferano-righe rectangular plate_gray.jpg,ZAFFERANO,Tableware,Lido Rim Rectangular Plate - set of 2,RIM0409,Gray rim,265 x 115 mm,3,-,€,40,"19,000",Rp,"760,000",,,WH Barito,,,,,
321,Zafferano-righe small cups_gray.jpg,ZAFFERANO,Tableware,Lido Righe Small Cups - set of 6,RIG0009,Gray stripes,Ø 64 mm | h 61 mm,1,-,€,65,"19,000",Rp,"1,242,600",,,WH Barito,,,,,
322,Zafferano-rim small cups_gray.jpg,ZAFFERANO,Tableware,Lido Rim Small Cups - set of 6,B&W0003,Gray Rim,Ø 64 mm | h 61 mm,2,-,€,65,"19,000",Rp,"1,242,600",,,WH Barito,,,,,
323,Zafferano-perle large bowl_clear.jpg,ZAFFERANO,Tableware,Perle Large Bowl ,PR00901,Clear,Ø 230 mm | h 120 mm,2,-,€,140,"19,000",Rp,"2,660,000",,,Showroom Display,,,,,
324,Zafferano-perle bowl_amber.jpg,ZAFFERANO,Tableware,Perle Bowl - set of 2,PR00804,Amber,Ø 115 mm | h 60 mm,1,-,€,62,"19,000",Rp,"1,178,000",,,Showroom Display,,,,,
325,Zafferano-perle bowl_clear.jpg,ZAFFERANO,Tableware,Perle Bowl - set of 2,PR00801,Clear,Ø 115 mm | h 60 mm,1,-,€,62,"19,000",Rp,"1,178,000",,,Showroom Display,,,,,
326,Zafferano-tue medium bowl_antique rose.jpg,ZAFFERANO,Tableware,Tue Medium Bowl - set of 6,TU00708,Antique Rose,Ø 153 mm | h 80 mm,2,-,€,119,"19,000",Rp,"2,261,000",,,Showroom Display,,,,,
327,Zafferano-tue medium bowl_fantasy gray.jpg,ZAFFERANO,Tableware,Tue Medium Bowl - set of 6,TU00714,Fantasy Gray,Ø 153 mm | h 80 mm,2,-,€,119,"19,000",Rp,"2,261,000",,,WH Barito,,,,,
328,Zafferano-tue medium bowl_blue lines.jpg,ZAFFERANO,Tableware,Tue Medium Bowl - set of 6,TU00715,Blue,Ø 153 mm | h 80 mm,2,-,€,119,"19,000",Rp,"2,261,000",,,Showroom Display,,,,,
329,Zafferano-tue medium bowl_amethyst.jpg,ZAFFERANO,Tableware,Tex Medium Bowl - set of 6,TU00611,Amethyst,Ø 153 mm | h 80 mm,2,-,€,132,"19,000",Rp,"2,508,000",,,WH Barito,,,,,
330,Zafferano-tue dessert plate_fantasy antique rose.jpg,ZAFFERANO,Tableware,Tue Dessert Plate - set of 2,TU01408,Antique Rose,Ø 215 mm | h 40 mm,6,-,€,35,"19,000",Rp,"665,000",,,Showroom Display,,,,,
331,Zafferano-tue deep plate_fantasy antique rose.jpg,ZAFFERANO,Tableware,Tue Deep Plate - set of 2,TU00508,Antique Rose,Ø 205 mm | h 40 mm,6,-,€,48,"19,000",Rp,"912,000",,,Showroom Display,,,,,
332,Zafferano-tue deep plate_fantasy grey.jpg,ZAFFERANO,Tableware,Tue Deep Plate - set of 2,TU00514,Gray,Ø 205 mm | h 40 mm,6,-,€,48,"19,000",Rp,"912,000",,,Showroom Display,,,,,
333,Zafferano-tue deep plate_fantasy blue.jpg,ZAFFERANO,Tableware,Tue Deep Plate - set of 2,TU00507,Blue,Ø 205 mm | h 40 mm,6,-,€,48,"19,000",Rp,"912,000",,,Showroom Display,,,,,
334,Zafferano-tue plate_antique rose.jpg,ZAFFERANO,Tableware,Tue Plate Antique Rose - set of 2,TU00408,Antique Rose,Ø 265 mm | h 30 mm,6,-,€,54,"19,000",Rp,"1,026,000",,,Showroom Display,,,,,
335,Zafferano-tue plate_fantasy gray.jpg,ZAFFERANO,Tableware,Tue Plate - set of 2,TU00424,Fantasy Gray,Ø 265 mm | h 30 mm,6,-,€,54,"19,000",Rp,"1,026,000",,,Showroom Display,,,,,
336,Zafferano-tue plate_blue lines.jpg,ZAFFERANO,Tableware,Tue Plate - set of 2,TU00407,Blue,Ø 265 mm | h 30 mm,6,-,€,54,"19,000",Rp,"1,026,000",,,Showroom Display,,,,,
337,Zafferano-tue dessert plate_fantasy gray.jpg,ZAFFERANO,Tableware,Tue Dessert Plate - set of 2,TU00414,Fantasy Gray,Ø 215 mm | h 40 mm,6,-,€,35,"19,000",Rp,"665,000",,,Showroom Display,,,,,
338,Zafferano-tue dessert plate_blue.jpg,ZAFFERANO,Tableware,Tue Dessert Plate - set of 2,TU00417,Blue,Ø 215 mm | h 40 mm,6,-,€,35,"19,000",Rp,"665,000",,,Showroom Display,,,,,
339,Zafferano-veneziano mixology high ball_clear.jpg,ZAFFERANO,Tableware,Veneziano Mixology High Ball - set of 4,VN01200,Clear,Ø 96 mm | h 105 mm,6,-,€,60,"19,000",Rp,"1,140,000",,,WH Pintu Air,,,,,
340,Zafferano-veneziano mixology tumbler XL_clear.jpg,ZAFFERANO,Tableware,Veneziano Mixology Tumbler XL - set of 4,VN01100,Clear,Ø 96 mm | h 88 mm,6,-,€,60,"19,000",Rp,"1,140,000",,,WH Pintu Air,,,,,
341,Zafferano-veneziano mixology goblet_clear.jpg,ZAFFERANO,Tableware,Veneziano Mixology Goblet Champagne - set of 4,VN01700,Clear,Ø 106 mm | h 128 mm,6,-,€,68,"19,000",Rp,"1,292,000",,,WH Pintu Air,,,,,
342,Zafferano-veneziano mixology martini_clear.jpg,ZAFFERANO,Tableware,Veneziano Mixology Martini - set of 4,VN01800,Clear,Ø 102 mm | h 155 mm,6,-,€,68,"19,000",Rp,"1,292,000",,,WH Pintu Air,,,,,
343,Zafferano-altopiano white wine 51 cl_clear.jpg,ZAFFERANO,Tableware,Altopiano Sparkling Wines - set of 6,AP04200,Clear,42 cl Ø 79 mm | h 220 mm,1,-,€,102,"19,000",Rp,"1,938,000",,,WH Barito,,,,,
344,Zafferano-altopiano white wine 51 cl_clear.jpg,ZAFFERANO,Tableware,Altopiano White Wines - set of 6,AP05100,Clear,51 cl Ø 85 mm | h 230 mm,2,-,€,108,"19,000",Rp,"2,052,000",,,WH Barito,,,,,
345,Zafferano-altopiano red wine 67 cl_clear.jpg,ZAFFERANO,Tableware,Altopiano Aged Red Wines,AP06700,Clear,67 clØ 94 mm | h 240 mm,1,,€,19,"19,000",Rp,"361,000",,,WH Barito,,,,,
346,Zafferano-ultralight calice 15 cl_clear.jpg,ZAFFERANO,Tableware,Ultralight Distillates - set of 2,UL01300C,Clear,15 cl Ø 69 mm | h 164 mm,24,-,€,64,"19,000",Rp,"1,216,000",,,WH Barito,,,,,
347,Zafferano-uniche carafe_clear.jpg,ZAFFERANO,Tableware,Uniche Carafe,UN00700,White,Ø 110 mm | h 220 mm,11,-,€,58,"19,000",Rp,"1,102,000",,,WH Pintu Air,,,,,
348,Zafferano-bilia tumbler_white.jpg,ZAFFERANO,Tableware,Bilia Tumbler - set of 6,BA00100,White,Ø 88 mm | h 90 mm,8,-,€,120,"19,000",Rp,"2,280,000",,,WH Barito,,,,,
349,Zafferano-bilia goblet_white.jpg,ZAFFERANO,Tableware,Bilia Goblet - set of 6,BA01700,White,Ø 75 mm | h 160 mm,8,-,€,228,"19,000",Rp,"4,332,000",,,WH Pintu Air,,,,,
350,Zafferano-bilia double glazed mug_white.jpg,ZAFFERANO,Tableware,Bilia Double Glazed Mug - set of 2,BA70701,White,Ø 82 mm | h 110 mm,24,-,€,62,"19,000",Rp,"1,178,000",,,WH Pintu Air,,,,,
351,Zafferano-bilia double glazed cup_white.jpg,ZAFFERANO,Tableware,Bilia Double Glazed Coffee - set of 2,BA80801,White,Ø 70 mm | h 60 mm,36,-,€,54,"19,000",Rp,"1,026,000",,,Showroom Display,,,,,
352,Zafferano-bilia teapot_white.jpg,ZAFFERANO,Tableware,Bilia Teapot,BA01701,White,Ø 150 mm | h 160 mm,12,-,€,85,"19,000",Rp,"1,615,000",,,Showroom Display,,,,,
353,Zafferano-bilia serving stand Ø 14_white.jpg,ZAFFERANO,Tableware,Bilia Serving stand 14 cm,BA02101,White,Ø 140 mm | h 45 mm,6,-,€,43,"19,000",Rp,"817,000",,,Showroom Display,,,,,
354,Zafferano-bilia serving stand Ø 18_white.jpg,ZAFFERANO,Tableware,Bilia Serving stand 18 cm,BA02201,White,Ø 180 mm l h15mm,6,-,€,63,"19,000",Rp,"1,197,000",,,WH Pintu Air,,,,,
355,Zafferano-patea tall vase_white.jpg,ZAFFERANO,Accessories - Living,Patea Cylinder Vase,PAT1100,White,"275 cl | Ø 132 mm, h 300 mm",2,-,€,90,"19,000",Rp,"1,710,000",,,Showroom Display,,,,,Accessories
356,Zafferano-patea tall vase_blue.jpg,ZAFFERANO,Accessories - Living,Patea Cylinder Vase,PAT1107,Blue,"275 cl | Ø 132 mm, h 300 mm",2,-,€,90,"19,000",Rp,"1,710,000",,,WH Pintu Air,,,,,Accessories
357,Zafferano-patea tall vase_white.jpg,ZAFFERANO,Accessories - Living,Patea Cylinder Vase,PAT1000,White,175 cl | Ø 114 mm | h 240 mm,2,-,€,60,"19,000",Rp,"1,140,000",,,Showroom Display,,,,,Accessories
358,Zafferano-patea tall vase_blue.jpg,ZAFFERANO,Accessories - Living,Patea Cylinder Vase,PAT1007,Blue,175 cl | Ø 114 mm | h 240 mm,2,-,€,60,"19,000",Rp,"1,140,000",,,WH Barito,,,,,Accessories
359,Zafferano-patea convex vase_gray.jpg,ZAFFERANO,Accessories - Living,Patea Convex Vase,PAT1209,Gray,"145 cl | Ø 102 mm, h 240 mm",2,-,€,56,"19,000",Rp,"1,064,000",,,Showroom Display,,,,,Accessories
360,Zafferano-patea convex vase_golden yellow.jpg,ZAFFERANO,Accessories - Living,Patea Convex Vase,PAT1218,Golden Yellow,"145 cl | Ø 102 mm, h 240 mm",2,-,€,56,"19,000",Rp,"1,064,000",,,WH Barito,,,,,Accessories
361,Zafferano-patea tall convex vase_blue.jpg,ZAFFERANO,Accessories - Living,Patea Tall Convex Vase,PAT1307,White,265 cl | Ø 125 x 300 mm,2,-,€,80,"19,000",Rp,"1,520,000",,,Showroom Display,,,,,Accessories
362,Zafferano-patea tall convex vase_white.jpg,ZAFFERANO,Accessories - Living,Patea Tall Convex vase,PAT1300,White,265 cl | Ø 125 x 300 mm,2,-,€,80,"19,000",Rp,"1,520,000",,,Showroom Display,,,,,Accessories
363,Zafferano-Home Wall Lamp Kit_White.jpg,ZAFFERANO,Wall Lamps,Home Wall Lamps kit ,LD0259B3,White,"9,8 x 3 x 2,3 cm",2,-,€,40,"19,000",Rp,"760,000",,,WH Barito,,,,,Lamps
364,Zafferano-home wall lamp kit_corten.jpg,ZAFFERANO,Wall Lamps,Home Wall Lamps kit ,LD0259R3,Corten,"9,8 x 3 x 2,3 cm",2,-,€,40,"19,000",Rp,"760,000",,,WH Barito,,,,,Lamps
365,Zafferano-Home Wall Lamp Kit_Dark Grey.jpg,ZAFFERANO,Wall Lamps,Home Wall Lamps kit ,LD0259N3,Dark Grey,"9,8 x 3 x 2,3 cm",2,-,€,40,"19,000",Rp,"760,000",,,WH Barito,,,,,Lamps
366,Zafferano-Swap Wall Lamp_Corten.jpg,ZAFFERANO,Wall Lamps,Swap Wall Lamps,LD1013R3,Corten,8x13.5x10.6 cm,70,-,€,110,"19,000",Rp,"2,090,000",,,WH Pintu Air,,,,,Lamps
367,Zafferano-Swap Wall Lamp_Black.jpg,ZAFFERANO,Wall Lamps,Swap Wall Lamps,LD1013N3,Grey,8x13.5x10.6 cm,5,-,€,110,"19,000",Rp,"2,090,000",,,WH Barito,,,,,Lamps
368,Zafferano-Royal Family_Black.jpg,ZAFFERANO,Portable Lamps,Royal Family Wifi,LD1160T3,Black,Ø 132 mm l h 280 mm,1,-,€,498,"19,000",Rp,"9,462,000",,,Showroom Display,,,,,
369,Zafferano-Royal Family_Gold.jpg,ZAFFERANO,Portable Lamps,Royal Family Wifi,LD1160BFO,Oro,Ø 132 mm l h 280 mm,1,-,€,498,"19,000",Rp,"9,462,000",,,Showroom Display,,,,,
370,Zafferano-Angelina_Red.jpg,ZAFFERANO,Portable Lamps,Angelina,LD1210F3,Red,Ø 86 mm l h260 mm,1,-,€,196,"19,000",Rp,"3,724,000",,,Showroom Display,,,,,
371,Zafferano-Oyster Carafe_White.jpg,ZAFFERANO,Accessories - Living,Oyster Caraffa,OY00701,Clear,Ø 80 mm | h 218 mm,2,-,€,56,"19,000",Rp,"1,066,280",,,WH Barito,,,,,Accessories
372,PIANCA Levante Sofa Indoor.jpg,PIANCA,Sofa,Levante,3pcs D9LV099 + 1pc D9LV098 S + 1pc D9LV980 ,"Seat upholstery in Elisir 02 - Fabric Cat. C, 
Back Seat in Damasco 07 - Fabric Cat. C, 
Piping in Gross Grain 168
Metal in Matt Bronzo",W 3920 x L1960 x H 65/40,1,-,€,"24,736","19,000",Rp,"469,984,000",,,Showroom Display,,,,,Loose Furnitures
373,PIANCA Levante Armchair.jpg,PIANCA,Armchair ,Levante,D9LV080,"Seat upholstery in Damasco 07 - Fabric Cat. C, 
Back Seat in Velours 32 - Fabric Cat. B, 
Piping in Gross Grain 168
Metal in Matt Bronzo",W 70 x L 80 x H 72/43,2,-,€,"4,034","19,000",Rp,"76,646,000",,,Showroom Display,,,,,
374,PIANCA Nice Sofa.jpeg,PIANCA,Sofa,Nice,NI46L S,Fabric Sole 18 - Cat. A Piping in Gross Grain Col. 53,460 x 154 x 85,1,L Shape sofa right,€,"17,654","19,000",Rp,"335,426,000",,,WH Semarang,,,,,Loose Furnitures
375,PIANCA Naan Armchair 1.jpg,PIANCA,Armchair ,Naan ,D9NA000,Fabric Velours 22 - Cat. B Base in Matt Nero Metal,83 x 76 x H 69/42,2,with Swivel Base,€,"4,156","19,000",Rp,"78,964,000",,,WH Semarang,,,,,Loose Furnitures
376,PIANCA Peonia left.jpg,PIANCA,Sofa,Peonia ,D9PE291 S,Fabric Acacia 01 - Cat. B,290 x 146 x H 81/44,1,Left Side,€,"11,156","19,000",Rp,"211,964,000",,,WH Semarang,,,,,Loose Furnitures
377,PIANCA Ella Armchair.jpeg,PIANCA,Armchair ,Ella,D9EL082,Fabric Aria 16 - Cat. B Base in Nero Matt,80 x 80 x H 85/49,1,with Swivel Base,€,"4,124","19,000",Rp,"78,356,000",,,WH Semarang,,,,,Loose Furnitures
378,PIANCA Fushimi Armchair.jpg,PIANCA,Armchair ,Fushimi,D9FL070,Hard leather - hermes Base in Wood Canaletto,69 x 63 x H 76/41,2,-,€,"4,498","19,000",Rp,"85,462,000",,,Showroom Display,,,,,Loose Furnitures
379,PIANCA Eden Sofa 1.jpg,PIANCA,Sofa,Eden,D9EN230,Cover in Sole 18 - Cat. A,230 x 90 x H 73/40,1,-,€,"4,620","19,000",Rp,"87,780,000",,,Showroom Display,,,,,Loose Furnitures
380,PIANCA Eden Tufted Ottoman 90.jpg,PIANCA,Ottoman,Eden,D9ET901,Cover in Malva 04 - Cat. C,Dia 90 x H 40,1,-,€,"2,713","19,000",Rp,"51,547,000",,,Showroom Display,,,,,Loose Furnitures
381,PIANCA Peonia Armchair.jpg,PIANCA,Armchair ,Peonia,D9PE001,Fabric Acacia 03 - Cat. B Base in Metal Matt Black Detail with Nero Matt Plinth,,2,with Swivel Base,€,"6,216","19,000",Rp,"118,104,000",,,Showroom Display,,,,,Loose Furnitures
382,PIANCA Baio carrara-titanio.jpg,PIANCA,Coffee Table,Baio,T0B40,Top in Marble - Gioia di Carrara Lucido Base in Metal - Titanio Lucido,Ø 40 H 47 cm,1,-,€,"1,658","19,000",Rp,"31,502,000",,,Showroom Display,,,,,Loose Furnitures
383,Pianca_Baio Coffee Table_Graffite Ottone Anticato.png,PIANCA,Coffee Table,Baio,T0B40 + LSOA07,Top in Marble - Grafite Lucido Base in Metal - Ottone Anticato,Ø 40 H 47 cm,1,-,€,"1,748","19,000",Rp,"33,212,000",,,Showroom Display,,,,,Loose Furnitures
384,PIANCA Tall Contralto.jpg,PIANCA,Coffee Table,Contralto,35LTA,Tray in Frassino Antracite Structure in Chromo Lucido Base in Terrazo Arlecchino,Ø 38 H 65 cm,1,Tall Coffee Table,€,"1,900","19,000",Rp,"36,100,000",,,Showroom Display,,,,,Loose Furnitures
385,PIANCA Esse Chair.jpeg,PIANCA,Dining Chair,Esse,01187,Seat in Leather Lord 83 - Cat. P Metal Legs in Titano Lucido,48 x 53 x 78/47,8,-,€,"2,056","19,000",Rp,"39,064,000",,,Showroom Display,,,,,Loose Furnitures
386,PIANCA Emi Chair.jpg,PIANCA,Dining Chair,Emi ,01191,Cover in Polo 13 - Cat. H,49 x 60 x H 87/51,8,-,€,"1,053","19,000",Rp,"20,007,000",,,Showroom Display,,,,,Loose Furnitures
387,PIANCA Orchestra Chair 2.jpg,PIANCA,Dining Chair,Orchestra ,01148,Fabric Jazz Col. 11 Cat H Structure in Borgogna,57 x 55 x H 81/46,8,with armrest,€,"2,352","19,000",Rp,"44,688,000",,,WH Semarang,,,,,Loose Furnitures
388,PIANCA Haik Argento 1.jpg,PIANCA,Coffee Table,Haik,249969,Argento,43 x 42 x 45,1,-,€,"3,126","19,000",Rp,"59,394,000",,,Showroom Display,,,,,Loose Furnitures
389,PIANCA Palu Canaletto.jpg,PIANCA,Bench,Palu,2V7PJ/SD,Cover in Supersuede 86 - Cat. B Structure in Ash Wood - Canaletto,156 x 44 x H 46,1,-,€,"5,099","19,000",Rp,"96,881,000",,,Showroom Display,,,,,Loose Furnitures
390,PIANCA Palu Borgogna 1.jpg,PIANCA,Bench,Palu,2V7PJ/RI,Cover in Riccio 03 - Cat. C Structure in Wood - Borgogna,156 x 44 x H 46,1,-,€,"5,294","19,000",Rp,"100,586,000",,,WH Semarang,,,,,Loose Furnitures
391,PIANCA Fushimi Console.jpg,PIANCA,Console Table,Fushimi,T0K3G,Top in Marble Gioia di Carrara Lucido Structure in Wood Frassino Antracite,120 x 35 x H 76,1,-,€,"3,809","19,000",Rp,"72,371,000",,,Showroom Display,,,,,Loose Furnitures
392,PIANCA Domenica Bed 1.jpeg,PIANCA,Bed,Domenica,WDAL37S/POTH,"External in Leather Polo 15 - Cat. H Internal in Fabric Rella 02 - Cat. H,  Metal Titanio Opaco",192/230 x 237,1,for mattress 180 x 200,€,"9,326","19,000",Rp,"177,194,000",,,WH Semarang,,,,,Loose Furnitures
393,ED Aviv.jpg,ELEMENTI DOMUS,Wardrobe,Aviv,,"Right and Left Doors in Aluminum Frame WFR04 Bronze Anodic + Transparent Glass in GFW02 Transparent Fume,
Middle Door in Aluminum Frame in WFR04 Bronze Anodic + Transparent Fluted Glass in GFW07 Ribbed Fume",W. 3400 x D. 650 x H. 2520 mm,1,-,,,,Rp,"600,000,000",,,Showroom Display,,,,,
394,ED Inizio Glass Effect.jpg,ELEMENTI DOMUS,Wardrobe,Inizio,,"Door in GE04 Moss Green, 
Internal Carcass & Drawer in MCW07 Black Textured, 
Handle in Dento Matt Black",W. 3383 x D. 634 x H. 2485 mm,1,-,,,,Rp,"400,000,000",,,Showroom Display,,,,,
395,ED Inizio Ribbed Glass Effect.jpg,ELEMENTI DOMUS,Wardrobe,Inizio,,"Door in GEF04 Fluted Moss Green, 
Internal Carcass & Drawer in MCW01 Cream Linen, 
Handle in Dento Matt Black","W. 1740 x D. 634
x H. 2485 mm",1,-,,,,Rp,"228,024,000",,,Showroom Display,,,,,
396,ED Cala.jpg,ELEMENTI DOMUS,Wardrobe,Cala,,"Doors in Aluminum Frame WFR04 Bronze Anodic + GFW03 Transparent Bronze Glass,
Shelves in Aluminum Frame WFR04 Bronze Anodic + GFW03 Transparent Bronze Glass,
Internal in MCW06 Beige Textured,
Inside Leather in LT01 Sand,
LED 3000 K",W. 4250 x  L. 3620 x H. 2800 mm,1,-,,,,Rp,"1,100,000,000",,,Showroom Display,,,,,
397,ED Isola Aluminum Frame.jpg,ELEMENTI DOMUS,Wardrobe,Isola - Aluminum Frame,,"Aluminum Frame in WFR04 Bronze Anodic + GFW03 Transparent Bronze Glass,
Front Drawer in GFW03 Transparent Bronze Glass,
Inside Leather LT01 Sand,
LED 3000 K",W. 1975 x D. 1110 x H. 870 mm,1,-,,,,Rp,"245,000,000",,,Showroom Display,,,,,
398,ED Libero.jpg,ELEMENTI DOMUS,Wardrobe,Libero,,"Back Panel in VWV04 Smoked Eucalyptus,
GFW12 Natural Mirror,
Shelves in Aluminum Frame WFR03 Bronze + GFW03 Transparent Bronze Glass,
Glass Drawer Front in GFW03 Transparent Bronze Glass,
Inside Leather ELV03 Terracotta,
Leather Drawer Front in ELV03 Terracotta,
Inside GFW03 Transparent Bronze Glass,
LED 3000 K",W. 5400 x D. 600 x H. 2500 mm ,1,-,,,,Rp,"510,000,000",,,Showroom Display,,,,,
399,ED Mezzo.jpg,ELEMENTI DOMUS,Wardrobe,Mezzo,,"Back Panel in Aluminum Frame WFR04 Bronze Anodic + Natural Acid Glass,
Shelves in Aluminum Frame WFR04 Bronze Anodic + GFW03 Transparent Bronze Glass,
Glass Drawer Front in GFW03 Transparent Bronze Glass,
Inside Leather LT01 Sand,
Leather Drawer Front in ELT02 Mink + GFW03 Transparent Bronze Glass,
Wooden Shelves in VWV05 Wood Veneer,
LED 3000 K",W. 3400 x D. 612 x H. 2800 mm,1,-,,,,Rp,"400,000,000",,,Showroom Display,,,,,
400,ED Mula.jpg,ELEMENTI DOMUS,Kitchen,Mula,,"Tall Unit Doors in VWV02 Silver Rustic Oak,
Base Unit Doors in ME01 Champagne,
Island Base Unit Doors GE02 Pale Grey,
Plint & Gola in AFR02 Anodized Brush Black,
Snack Bar Foglia in Nero Rustic Oak","Tall + Base Unit 
W 6630 x D680 x H2440 mm,
Island
W3044 x D 1200 x H890 mm,
Foglia Snack Bar
W. 2800 x D. 1300 x H. 940
",1,"Appliances, Sink, Tap and Marble Stone are not included ",,,,Rp,"920,000,000",,,Showroom Display,,,,,
401,ED Eila Pocket Door.jpg,ELEMENTI DOMUS,Kitchen,Eila - Pocket Door System,,"Doors in VWV06 Smoked Mahogany,
Carcass in VWV06 Smoked Mahogany",W. 6600 x D. 900 x H. 2440 mm,1,"Appliances, Sink, Tap and Marble Stone are not included ",,,,Rp,"2,038,815,000",,,Showroom Display,,,,,
402,ED Bora Pocket Door.jpg,ELEMENTI DOMUS,Kitchen,Bora - Pocket Door System,,"Doors in VWV05 American Walnut,
Carcass in VWV05 American Walnut","Tall unit 
W. 3950 x D. 760 x H. 2040 mm,
Island 
W. 4180 x D. 1000 x H. 872 mm",1,"Appliances, Sink, Tap and Marble Stone are not included ",,,,Rp,"1,373,465,100",,,Showroom Display,,,,,
403,ED Special Cabinet Water.jpg,ELEMENTI DOMUS,Special Cabinet,Water,,VWV02 Silver Rustic Oak,W. 900 x D. 850 x H. 1980 mm,1,ZIP Tap Water and Filter are not included,,,,Rp,"870,000,000",,,Showroom Display,,,,,
404,ED Special Cabinet Earth.jpg,ELEMENTI DOMUS,Special Cabinet,Earth,,VWV01 Smoked Oak,W. 900 x D. 850 x H. 1980 mm,1,-,,,,Rp,"985,000,000",,,Showroom Display,,,,,
405,Coffe Table.jpeg,ELEMENTI DOMUS,Coffee Table,Coffee Table ,,"Top Finishing Veneer
 Leg in Paint",D. 1500 x H. 550 mm,1,,,,,Rp,"40,800,000",,,Showroom Display,,,,,
406,,,,,,,,,,,,,,,,,,,,,,